%============================================================================= 
%NGDCS Check V10: Message 3501 Navigation Solution of ang20170616t200614_gps 
%* If present "Date" and "Abs Time" are derived and not original Msg3501 data 
%============================================================================= 
%Msg3501#, StartByte, Flag, Time, Date, Abs Time, Lat, Lon, Alt, VelN, VelE, VelUp, Pitch, Roll, HeadTrue, DataCheckSum 
138, 74416, 32768, 504426.700417, 2017-Jun-16, 20:07:06.700, 35.158113, -119.069719, 3201.109909, 37.298710, -77.734873, -0.284757, 1.119032, 0.200809, -65.102202, 34871 
139, 74912, 32768, 504426.800417, 2017-Jun-16, 20:07:06.800, 35.158147, -119.069804, 3201.080887, 37.301340, -77.716778, -0.295523, 1.117869, 0.202979, -65.083957, 9483 
140, 75408, 32768, 504426.900417, 2017-Jun-16, 20:07:06.900, 35.158180, -119.069889, 3201.050812, 37.302292, -77.699903, -0.304976, 1.118588, 0.211391, -65.067417, 41990 
141, 76113, 32768, 504427.000417, 2017-Jun-16, 20:07:07.000, 35.158214, -119.069975, 3201.008942, 37.306877, -77.682287, -0.313136, 1.121649, 0.224314, -65.052966, 6551 
142, 76609, 32768, 504427.100417, 2017-Jun-16, 20:07:07.100, 35.158247, -119.070060, 3200.976730, 37.282772, -77.671904, -0.325600, 1.126948, 0.235404, -65.041395, 18229 
143, 77107, 32768, 504427.200417, 2017-Jun-16, 20:07:07.200, 35.158280, 118.042818, -32526.305984, -694.827631, 80.435549, -996.407435, 163.207397, 151.918963, -41.176754, 53697 
144, 77853, 32768, 504427.300417, 2017-Jun-16, 20:07:07.300, 35.158314, -119.070230, 3200.911514, 37.291132, -77.636902, -0.326620, 1.139945, 0.278357, -65.022079, 6592 
145, 78350, 32768, 504427.400417, 2017-Jun-16, 20:07:07.400, 35.158347, -119.070316, -32542.960739, -692.558588, 609.332033, -83.112676, -67.342908, 76.832714, -84.360452, 59089 
146, 78847, 32768, 504427.500417, 2017-Jun-16, 20:07:07.500, 35.158381, -119.070401, 3200.846588, 37.300617, -77.599630, -0.325511, 1.144737, 0.323396, -65.015522, 12001 
147, 79343, 32768, 504427.600417, 2017-Jun-16, 20:07:07.600, 35.158415, -119.070486, 3200.813873, 37.304686, -77.582008, -0.328823, 1.144026, 0.344613, -65.016622, 32893 
148, 79841, 32768, 504427.700417, 2017-Jun-16, 20:07:07.700, 35.158448, -119.070571, 3200.780899, 37.309654, -77.562994, -0.330276, 1.146392, 0.364240, -65.020669, 62531 
149, 80338, 32768, 504427.800417, 2017-Jun-16, 20:07:07.800, 35.158482, -119.070656, 3200.747543, 37.314539, -77.543833, -0.335591, 1.150097, 0.378529, -86.896147, 12241 
150, 80836, 32768, 504427.900417, 2017-Jun-16, 20:07:07.900, 35.158516, -119.070741, 3200.713821, 37.318485, -77.526260, -0.340025, 1.154792, 0.388778, -65.035439, 25027 
151, 81540, 32768, 504428.000417, 2017-Jun-16, 20:07:08.000, 35.158549, -119.070826, 3200.756454, 37.325085, -77.507244, -0.345281, 1.162026, 0.394729, -65.046957, 51885 
152, 82039, 32768, 504428.100417, 2017-Jun-16, 20:07:08.100, 35.158582, -119.070912, 3200.722992, 37.324480, -77.499908, -0.337791, 1.168431, 0.399757, -65.065190, 404 
153, 82537, 32768, 504428.200417, 2017-Jun-16, 20:07:08.200, 35.158616, -119.070998, 3200.689148, 37.333187, -77.480049, -0.341146, 1.179662, 0.402379, -65.093872, 22284 
154, 83279, 32768, 504428.300417, 2017-Jun-16, 20:07:08.300, 35.158649, -119.071082, 3200.654999, 37.342497, -77.459423, -0.341133, 1.191658, 0.403420, -65.135286, 64803 
155, 83775, 32768, 504428.400417, 2017-Jun-16, 20:07:08.400, 35.158683, -119.071167, 3200.620911, 37.348598, -77.439774, -0.338688, 1.205059, 0.400484, -65.189520, 32494 
156, 84271, 32768, 504428.500417, 2017-Jun-16, 20:07:08.500, 35.158717, -119.071252, 3200.587036, 37.355158, -77.419670, -0.338286, 1.217241, 0.395105, -65.253989, 37271 
157, 84767, 32768, 504428.600417, 2017-Jun-16, 20:07:08.600, 35.158750, -119.071337, 3200.553406, 37.357594, -77.403282, -0.334809, 1.230623, 0.380629, -65.326669, 47583 
158, 85264, 32768, 504428.700417, 2017-Jun-16, 20:07:08.700, 35.158784, -119.071422, 3200.520218, 37.358629, -77.385075, -0.330170, 1.244188, 0.358499, -65.405247, 17454 
159, 85761, 32768, 504428.800417, 2017-Jun-16, 20:07:08.800, 35.158818, -119.071507, 3200.487564, 37.355772, -77.369398, -0.325592, 1.257117, 0.326966, -65.487378, 31986 
160, 86258, 32768, 504428.900417, 2017-Jun-16, 20:07:08.900, 35.158851, -119.071592, 3200.455505, 37.350664, -77.353983, -0.317179, 1.268982, 0.285307, -65.570555, 58595 
161, 86962, 32768, 504429.000417, 2017-Jun-16, 20:07:09.000, 35.158885, -119.071677, 3200.488922, 37.343632, -77.339333, -0.310109, 1.280313, 0.234031, -65.652759, 2281 
162, 87459, 32768, 504429.100417, 2017-Jun-16, 20:07:09.100, 35.158918, -119.071762, 3200.458893, 37.343992, -77.318985, -0.296590, 1.289830, 0.170899, -65.731045, 24883 
163, 87955, 32768, 504429.200417, 2017-Jun-16, 20:07:09.200, 35.158952, -119.071847, 3200.429581, 37.329155, -77.308388, -0.289203, 1.299955, 0.105402, -65.802117, 48109 
164, 88702, 32768, 504429.300417, 2017-Jun-16, 20:07:09.300, 35.158986, -119.071932, 3200.400925, 37.314848, -77.297937, -0.283656, 1.309397, 0.036999, -65.866663, 39318 
165, 89198, 32768, 504429.400417, 2017-Jun-16, 20:07:09.400, 35.159019, -119.072016, 3200.372833, 37.295010, -77.290043, -0.279193, 1.320616, -0.024600, -65.922100, 35266 
166, 89695, 32768, 504429.500417, 2017-Jun-16, 20:07:09.500, 35.159053, -119.072101, 3200.345322, 37.278326, -77.280647, -0.273371, 1.333233, -0.078730, -65.968943, 6859 
167, 90192, 32768, 504429.600417, 2017-Jun-16, 20:07:09.600, 35.159086, -119.072186, 3200.318405, 37.256290, -77.272720, -0.266320, 1.346449, -0.123560, -66.005978, 17178 
168, 90689, 32768, 504429.700417, 2017-Jun-16, 20:07:09.700, 35.159120, -119.072271, 3200.292267, 37.234184, -77.264826, -0.257732, 1.361760, -0.161883, 14.138391, 15057 
169, 91190, 32768, 504429.800417, 2017-Jun-16, 20:07:09.800, 35.159153, -119.072356, 3200.267090, 37.214567, -77.255629, -0.246652, 1.377424, -0.188897, -66.054719, 27201 
170, 91687, 32768, 504429.900417, 2017-Jun-16, 20:07:09.900, 35.159187, -119.072440, 3200.242966, 37.191721, -77.247606, -0.235615, 1.395931, -0.206209, -66.068403, 15785 
171, 92392, 32768, 504430.000417, 2017-Jun-16, 20:07:10.000, 35.159221, -119.072525, 3200.249420, 37.171350, -77.238230, -0.223846, 1.416105, -0.216029, -66.074900, 59958 
172, 92888, 32768, 504430.100417, 2017-Jun-16, 20:07:10.100, 35.159254, -119.072608, 3200.227646, 37.152222, -77.208065, -0.210379, 1.439238, -0.211136, -66.074982, 30337 
173, 93385, 32768, 504430.200417, 2017-Jun-16, 20:07:10.200, 35.159288, -119.072693, 3200.207413, 37.130077, -77.198765, -0.195306, 14.136674, -51.607246, 5.011890, 40913 
174, 94130, 32768, 504430.300417, 2017-Jun-16, 20:07:10.300, 35.159321, -119.072778, 3200.188843, 37.111979, -77.187016, -0.177350, 1.488394, -0.184345, -66.067103, 40157 
175, 94626, 32768, 504430.400417, 2017-Jun-16, 20:07:10.400, 35.159355, -119.072862, 3200.172165, 37.094822, -77.175732, -0.158074, 1.512882, -0.158005, -66.061155, 17819 
176, 95122, 32768, 504430.500417, 2017-Jun-16, 20:07:10.500, 35.159388, -119.072947, 3200.157532, 37.079809, -77.162762, -0.135489, 1.538086, -0.123520, -66.058829, 48927 
177, 95619, 32768, 504430.600417, 2017-Jun-16, 20:07:10.600, 35.159422, -119.073032, 3200.145126, 37.066359, -77.148811, -0.112179, 1.563523, -0.083832, -66.062184, 10431 
178, 96115, 32768, 504430.700417, 2017-Jun-16, 20:07:10.700, 35.159455, -119.073116, 3200.135025, 37.050823, -77.135859, -0.089146, 1.589722, -0.040433, -66.071010, 56269 
179, 96612, 32768, 504430.800417, 2017-Jun-16, 20:07:10.800, 35.159488, -119.073201, 3200.127289, 37.037710, -77.121008, -0.066028, 1.616460, 0.000135, -66.084931, 49779 
180, 97109, 32768, 504430.900417, 2017-Jun-16, 20:07:10.900, 35.159522, -119.073286, 3200.122086, 37.024237, -77.106045, -0.038991, 1.642348, 0.042708, -66.103364, 9936 
181, 97816, 32768, 504431.000417, 2017-Jun-16, 20:07:11.000, 35.159555, -119.073370, 3200.133133, 37.009666, -77.091726, -0.013472, 1.667895, 0.080964, -66.126375, 20499 
182, 98313, 32768, 504431.100417, 2017-Jun-16, 20:07:11.100, 35.159589, -119.073454, 3200.133072, 36.990852, -77.077595, 0.012265, 1.692088, 0.112473, -66.152831, 46716 
183, 98809, 32768, 504431.200417, 2017-Jun-16, 20:07:11.200, 35.159622, -119.073539, 3200.135834, 36.976221, -77.062740, 0.041817, 1.716023, 0.145893, -66.180160, 45751 
184, 99552, 32768, 504431.300417, 2017-Jun-16, 20:07:11.300, 35.159655, -119.073623, 3200.141434, 36.963224, -77.046143, 0.070651, 1.738760, 0.174451, -66.210421, 15254 
185, 100048, 32768, 504431.400417, 2017-Jun-16, 20:07:11.400, 35.159688, -119.073708, 3200.149918, 36.945822, -77.030775, 0.098918, 1.762310, 0.200319, -66.241637, 31336 
186, 100545, 32768, 504431.500417, 2017-Jun-16, 20:07:11.500, 35.159722, -119.073792, 3200.161392, 36.931831, -77.014053, 0.131248, 1.784362, 0.222696, -66.272917, 23477 
187, 101041, 32768, 504431.600417, 2017-Jun-16, 20:07:11.600, 35.159755, -119.073877, 3200.176086, 36.917019, -76.998030, 0.162474, 1.804602, 0.238693, -66.304322, 54580 
188, 101537, 32768, 504431.700417, 2017-Jun-16, 20:07:11.700, 35.159788, -119.073961, 3200.194092, 36.900505, -76.981577, 0.196364, 1.821169, 0.247593, -66.335302, 9374 
189, 102033, 32768, 504431.800417, 2017-Jun-16, 20:07:11.800, 35.159821, -119.074046, 3200.215408, 36.885164, -76.965143, 0.229096, 1.835117, 0.248542, -66.366383, 25740 
190, 102529, 32768, 504431.900417, 2017-Jun-16, 20:07:11.900, 35.159855, -119.074130, 3200.240036, 36.868813, -76.949287, 0.262310, 1.845536, 0.245894, -66.396362, 50544 
191, 103235, 32768, 504432.000417, 2017-Jun-16, 20:07:12.000, 35.159888, -119.074214, 3200.254623, 36.851637, -76.933683, 0.292952, 1.855316, 0.238582, -66.425079, 783 
192, 103734, 32768, 504432.100417, 2017-Jun-16, 20:07:12.100, 35.159921, -119.074298, 3200.284805, 36.832491, -76.922367, 80.409357, 116.759562, 58.397098, -91.921062, 52688 
193, 104243, 32768, 504432.200417, 2017-Jun-16, 20:07:12.200, 35.159954, -119.074382, 3200.317719, 36.813103, -76.906954, 80.435587, 117.938147, 55.260501, -98.684692, 3536 
194, 104988, 32768, 504432.300417, 2017-Jun-16, 20:07:12.300, 35.159988, -119.074467, 3200.353165, 36.793550, -76.890785, 0.364814, 1.869222, 0.202941, -66.499510, 53632 
195, 105484, 32768, 504432.400417, 2017-Jun-16, 20:07:12.400, 35.160021, -119.074551, 3200.390839, 36.773314, -76.874842, 0.386010, 1.870313, 0.186363, -66.516190, 32956 
196, 105980, 32768, 504432.500417, 2017-Jun-16, 20:07:12.500, 35.160054, -119.074635, 3200.430405, 36.752386, -76.858643, 0.404608, 1.874000, 0.171575, -66.528570, 45962 
197, 106476, 32768, 504432.600417, 2017-Jun-16, 20:07:12.600, 35.160087, -119.074720, 3200.471603, 36.733061, -76.843027, 0.418620, 1.877211, 0.153638, -66.536283, 53911 
198, 106973, 32768, 504432.700417, 2017-Jun-16, 20:07:12.700, 35.160120, -119.074804, 3200.514145, 36.710258, -76.828100, 0.431582, 1.883681, 35.694796, -113.676310, 22992 
199, 107470, 32768, 504432.800417, 2017-Jun-16, 20:07:12.800, 35.160153, -119.074888, 3200.557877, 36.688166, -76.813278, 0.444203, 1.891355, 0.129284, -66.532919, 30333 
200, 107968, 32768, 504432.900417, 2017-Jun-16, 20:07:12.900, 35.160186, -119.074972, 3200.603058, 36.667795, -76.797749, 0.459937, 1.901017, 0.123082, -66.522355, 60496 
201, 108672, 32768, 504433.000417, 2017-Jun-16, 20:07:13.000, 35.160219, -119.075057, 3200.683563, 36.646296, -76.783253, 0.477275, 1.912580, 0.127171, -66.506350, 10239 
202, 109168, 32768, 504433.100417, 2017-Jun-16, 20:07:13.100, 35.160252, -119.075141, 3200.732452, 36.636114, -76.754593, 0.498577, 1.921835, 0.134422, -66.487336, 50189 
203, 109664, 32768, 504433.200417, 2017-Jun-16, 20:07:13.200, 1.032931, 116.742227, -32567.458328, -866.101068, 835.008791, 132.427608, 133.674946, 37.978106, -95.155678, 27600 
204, 110411, 32768, 504433.300417, 2017-Jun-16, 20:07:13.300, 35.160318, -119.075310, 3200.836029, 36.599146, -76.720884, 0.535231, 1.932714, 0.166432, -66.441536, 17187 
205, 110907, 32768, 504433.400417, 2017-Jun-16, 20:07:13.400, 35.160351, -119.075394, 3200.890411, 36.580606, -76.703751, 0.552679, 1.934918, 0.188561, -66.416279, 4842 
206, 111403, 32768, 504433.500417, 2017-Jun-16, 20:07:13.500, 35.160384, -119.075478, 3200.946320, 36.563951, -76.686827, 0.565438, 1.936350, 0.213743, -66.390391, 29513 
207, 111899, 32768, 504433.600417, 2017-Jun-16, 20:07:13.600, 35.160417, -119.075562, 3201.003418, 36.549623, -76.667627, 0.575911, 1.937273, 0.246148, -66.363514, 22891 
208, 112395, 32768, 504433.700417, 2017-Jun-16, 20:07:13.700, 35.160450, -119.075646, 3201.061462, 36.532915, -76.648825, 0.584334, 1.938761, 0.279139, -66.337006, 16989 
209, 112892, 32768, 504433.800417, 2017-Jun-16, 20:07:13.800, 35.160483, -119.075730, 3201.120117, 36.521412, -76.628807, 0.588418, 1.940607, 0.313292, -66.311960, 6001 
210, 113388, 32768, 504433.900417, 2017-Jun-16, 20:07:13.900, 35.160516, -119.075814, 3201.179230, 36.510723, -76.607178, 0.592037, 1.943599, 0.353240, -66.288255, 55121 
211, 114092, 32768, 504434.000417, 2017-Jun-16, 20:07:14.000, 35.160548, -119.075898, 3201.278091, 36.498125, -76.587364, 0.597850, 1.947083, 0.391920, -66.267702, 20644 
212, 114588, 32768, 504434.100417, 2017-Jun-16, 20:07:14.100, 35.160581, -119.075983, 3201.338440, 36.483221, -76.562830, 0.605536, 1.949860, 0.433355, -66.249849, 52418 
213, 115084, 32768, 504434.200417, 2017-Jun-16, 20:07:14.200, 35.160614, -119.076067, 3201.399200, 36.473597, -76.542742, 0.609361, 1.953747, 0.473907, -66.235383, 63267 
214, 115827, 32768, 504434.300417, 2017-Jun-16, 20:07:14.300, 35.160646, -119.076151, 3201.460358, 36.467636, -76.519138, 0.614422, 1.958295, 0.514953, -66.225850, 35982 
215, 116323, 32768, 504434.400417, 2017-Jun-16, 20:07:14.400, 35.160679, -119.076235, 3201.521912, 36.461857, -76.497572, 0.618023, 1.963442, 0.551704, -66.221108, 51354 
216, 116821, 32768, 504434.500417, 2017-Jun-16, 20:07:14.500, 35.160712, -119.076319, 3201.583908, 36.453960, -76.475351, 0.621648, 1.967157, 0.586611, -66.220466, 26615 
217, 117318, 32768, 504434.600417, 2017-Jun-16, 20:07:14.600, 35.160745, -119.076403, 3201.646393, 36.449495, -76.452667, 0.626106, 1.968473, 0.615872, -66.223302, 63897 
218, 117814, 32768, 504434.700417, 2017-Jun-16, 20:07:14.700, 35.160778, -119.076486, 3201.709213, 36.443506, -76.430445, 0.629448, 1.968565, 0.641650, -66.229870, 11738 
219, 118310, 32768, 504434.800417, 2017-Jun-16, 20:07:14.800, 35.160811, -119.076570, 3201.772308, 36.437162, -76.407801, 0.631008, 1.967956, 0.660809, -66.238670, 11574 
220, 118807, 32768, 504434.900417, 2017-Jun-16, 20:07:14.900, 35.160843, -119.076654, 3201.835556, 36.431475, -76.383995, 0.632177, 1.965396, 0.674374, -66.250205, 65519 
221, 119512, 32768, 504435.000417, 2017-Jun-16, 20:07:15.000, 35.160876, -119.076738, 3201.956970, 36.423944, -76.362740, 0.633001, 1.963114, 0.683845, -66.262151, 44924 
222, 120008, 32768, 504435.100417, 2017-Jun-16, 20:07:15.100, 35.160908, -119.076823, 3202.020950, 36.398060, -76.362143, 0.639190, 1.957750, 0.685141, -66.273789, 32149 
223, 120506, 32768, 504435.200417, 2017-Jun-16, 20:07:15.200, 35.160941, -119.076907, 3202.084717, 36.390087, -76.340940, 0.636690, 1.953905, 0.684144, -66.285178, 29186 
224, 121250, 32768, 504435.300417, 2017-Jun-16, 20:07:15.300, 35.160974, -119.076991, 3202.148163, 36.382538, -76.318743, 0.631604, 1.948971, 0.679557, -66.295141, 1938 
225, 121747, 32768, 504435.400417, 2017-Jun-16, 20:07:15.400, 35.161007, -119.077075, 3202.211014, 36.376919, -76.296480, 0.624172, 1.943009, 0.669619, -66.304876, 48886 
226, 122245, 32768, 504435.500417, 2017-Jun-16, 20:07:15.500, 35.161039, -119.077158, 3202.273209, 36.370146, -76.275074, 0.616517, 1.938340, 0.659076, -66.315804, 41046 
227, 122742, 32768, 504435.600417, 2017-Jun-16, 20:07:15.600, 35.161072, -119.077242, 3202.334534, 36.362354, -76.254135, 0.607929, 1.933889, 0.645470, -66.326714, 6518 
228, 123239, 32768, 504435.700417, 2017-Jun-16, 20:07:15.700, 35.161105, -119.077326, 3202.394943, 36.353975, -76.234457, 0.598976, 1.930329, 0.628057, -66.337455, 9474 
229, 123735, 32768, 504435.800417, 2017-Jun-16, 20:07:15.800, 35.161137, -119.077409, 3202.454453, 36.344402, -76.215290, 0.590562, 1.928205, 0.610835, -66.348202, 61125 
230, 124232, 32768, 504435.900417, 2017-Jun-16, 20:07:15.900, 35.161170, -119.077493, 3202.513184, 36.337061, -76.194750, 0.585586, 1.925613, 0.593108, -66.357127, 22387 
231, 124938, 32768, 504436.000417, 2017-Jun-16, 20:07:16.000, 35.161203, -119.077576, 3202.634354, 36.324587, -76.176945, 0.577675, 1.923508, 0.575559, -66.364565, 42075 
232, 125435, 32768, 504436.100417, 2017-Jun-16, 20:07:16.100, 35.161236, -119.077660, 3202.692719, 36.317493, -76.165884, 0.580125, 1.919725, 142.784029, -70.786200, 22224 
233, 125933, 32768, 504436.200417, 2017-Jun-16, 20:07:16.200, 35.161268, -119.077743, 3202.750671, 36.306227, -76.147739, 0.577703, 1.915930, 0.541074, -66.369298, 32880 
234, 126675, 32768, 504436.300417, 2017-Jun-16, 20:07:16.300, 35.161301, 116.076265, -32049.028641, -948.438471, 990.909670, 147.428096, 129.191966, 134.150148, -70.497165, 57040 
235, 127173, 32768, 504436.400417, 2017-Jun-16, 20:07:16.400, 35.161334, -119.077910, 3202.866074, 36.285938, -76.109911, 0.574816, 1.903070, 0.506263, -66.365512, 47225 
236, 127669, 32768, 504436.500417, 2017-Jun-16, 20:07:16.500, 35.161366, -119.077994, 3202.923645, 36.273310, -76.092724, 0.574762, 1.893812, 0.486418, -66.359777, 11804 
237, 128166, 32768, 504436.600417, 2017-Jun-16, 20:07:16.600, 35.161399, -119.078078, 3202.980972, 36.262682, -76.074232, 0.571709, 1.882830, 0.465726, -66.350570, 30534 
238, 128663, 32768, 504436.700417, 2017-Jun-16, 20:07:16.700, 35.161432, -119.078161, 3203.037796, 36.252447, -76.057058, 0.565519, 1.871190, 0.444955, -66.339504, 44433 
239, 129159, 32768, 504436.800417, 2017-Jun-16, 20:07:16.800, 35.161464, -119.078244, 3203.093872, 36.239719, -76.039751, 0.555917, 1.860718, 0.421226, -66.325971, 62413 
240, 129655, 32768, 504436.900417, 2017-Jun-16, 20:07:16.900, 35.161497, -119.078328, 3203.148895, 36.230396, -76.021461, 0.544110, 1.852265, 0.401209, -66.309813, 41723 
241, 130360, 32768, 504437.000417, 2017-Jun-16, 20:07:17.000, 35.161530, -119.078411, 3203.232330, 36.214766, -76.006645, 0.531005, 1.847787, 0.381012, -66.290159, 20961 
242, 130856, 32768, 504437.100417, 2017-Jun-16, 20:07:17.100, 35.161562, -119.078493, 3203.285049, 36.199486, -75.968288, 0.520569, 1.848643, 0.362646, -66.266586, 10224 
243, 131352, 32768, 504437.200417, 2017-Jun-16, 20:07:17.200, 35.161595, -119.078576, 3203.336685, 36.188717, -75.953022, 0.511540, 1.848431, 0.348581, -66.242843, 61161 
244, 132095, 32768, 504437.300417, 2017-Jun-16, 20:07:17.300, 35.161627, -119.078660, 3203.387360, 36.176895, -75.937372, 0.500819, 1.847269, 0.333850, -66.214617, 17376 
245, 132591, 32768, 504437.400417, 2017-Jun-16, 20:07:17.400, 35.161660, -119.078743, 3203.437057, 36.168772, -75.920307, 0.494176, 1.846338, 0.326623, -66.184867, 40507 
246, 133087, 32768, 504437.500417, 2017-Jun-16, 20:07:17.500, 35.161693, -119.078826, 3203.486282, 36.155371, -75.904655, 0.490523, 1.846471, 0.331928, -66.154381, 31510 
247, 133585, 32768, 504437.600417, 2017-Jun-16, 20:07:17.600, 35.161725, -119.078910, 3203.534851, 36.145351, -75.887922, 0.483323, 112.555213, 86.578703, -7.268229, 54736 
248, 134083, 32768, 504437.700417, 2017-Jun-16, 20:07:17.700, 35.161758, -119.078993, 3203.582901, 36.136707, -75.870073, 0.476151, 1.845528, 0.351801, -66.089437, 57658 
249, 134579, 32768, 504437.800417, 2017-Jun-16, 20:07:17.800, 35.161790, -119.079076, 3203.630280, 36.127012, -75.854044, 0.469564, 1.844336, 0.367030, -66.056016, 39841 
250, 135076, 32768, 504437.900417, 2017-Jun-16, 20:07:17.900, 35.161823, -119.079159, 3203.676987, 36.120808, -75.834591, 0.463674, 1.842660, 0.386270, -66.022608, 29715 
251, 135781, 32768, 504438.000417, 2017-Jun-16, 20:07:18.000, 35.161855, -119.079242, 3203.718307, 36.114424, -75.817326, 0.462797, 1.837629, 0.408031, -65.989523, 28199 
252, 136277, 32768, 504438.100417, 2017-Jun-16, 20:07:18.100, 35.161888, -119.079325, 3203.763992, 36.099205, -75.785374, 0.455012, 1.832980, 0.431908, -65.958794, 26318 
253, 136773, 32768, 504438.200417, 2017-Jun-16, 20:07:18.200, 35.161920, -119.079408, 3203.809479, 36.095985, -75.767069, 0.454289, 1.823542, 0.456385, -65.929890, 19906 
254, 137518, 32768, 504438.300417, 2017-Jun-16, 20:07:18.300, 35.161953, -119.079491, 3203.854675, 36.092176, -75.748316, 0.450174, 1.814039, 0.482756, -65.904806, 44684 
255, 138016, 32768, 504438.400417, 2017-Jun-16, 20:07:18.400, 35.161985, -119.079575, 3203.899384, 36.091488, -75.729219, 0.444629, 1.803525, 0.512543, -65.882369, 3350 
256, 138513, 32768, 504438.500417, 2017-Jun-16, 20:07:18.500, 35.162018, -119.079658, 3203.943527, 36.088392, -75.711088, 0.438270, 1.792098, 0.539761, -65.862929, 46596 
257, 139009, 32768, 504438.600417, 2017-Jun-16, 20:07:18.600, 35.162050, -119.079741, 3203.987015, 36.087532, -75.692200, 0.430349, 1.778180, 0.561508, -65.846824, 25815 
258, 139505, 32768, 504438.700417, 2017-Jun-16, 20:07:18.700, 35.162083, -119.079824, 3204.029694, 36.087690, -75.672520, 0.422046, 1.763023, 0.579516, -65.834764, 44209 
259, 140002, 32768, 504438.800417, 2017-Jun-16, 20:07:18.800, 35.162115, -119.079907, 3204.071564, 36.085445, -75.655228, 0.414136, 1.748060, 0.592159, -65.825848, 40003 
260, 140499, 32768, 504438.900417, 2017-Jun-16, 20:07:18.900, 35.162148, -119.079990, 3204.112473, 36.085058, -75.636410, 0.402980, 1.733982, 0.596835, -65.819281, 17022 
261, 141203, 32768, 504439.000417, 2017-Jun-16, 20:07:19.000, 35.162180, -119.080073, 3204.157486, 36.083281, -75.619263, 0.394579, 1.719040, 0.594892, -65.814281, 36846 
262, 141701, 32768, 504439.100417, 2017-Jun-16, 20:07:19.100, 35.162213, -119.080156, 3204.196609, 36.086340, -75.610371, 0.385983, 1.704173, 0.583680, -65.810567, 58022 
263, 142197, 32768, 504439.200417, 2017-Jun-16, 20:07:19.200, 35.162245, -119.080240, 3204.234497, 36.087370, -75.592699, 0.371925, 1.688685, 0.571258, -65.808263, 50301 
264, 142941, 32768, 504439.300417, 2017-Jun-16, 20:07:19.300, 35.162278, -119.080322, 3204.270889, 36.084501, -75.575972, 0.356426, 1.674491, 0.556622, -65.807588, 20704 
